journey_id;user_id;driver_id;start_lat;start_lon;end_lat;end_lon;driver_start_lat;driver_start_lon;distance;duration
ea91d2d997d84fbfddbd2657db7cad2e;39ec1ffa2e126b1691f97fef3e369d04;e84fda9c5df33f03c89b6923c361fb35;-1,212,491,675;-7,703,367,457;-1,211,995,518;-7,701,527,663;-1,208,875,064;-7,696,314,051;4441;112
4d099d2850587a481735551982f06342;67f4e7c0046acc442e7944fc606c64bd;65b6f3b7075270499ddd0f1dc11d4e11;-1,210,849,762;-7,704,162,598;-12,103,302;-7,704,678,345;-1,212,280,146;-7,703,200,189;1959;266
196d9de717b4c8d6ec0f19c0e8c0dd9b;2d163dcf6f3e01abf4af5b2a7222acc4;e84fda9c5df33f03c89b6923c361fb35;-1,208,937,454;-7,693,692,017;-1,213,144,684;-7,702,966,309;-1,212,963,851;-7,697,798,932;17483;93
761a1b1e8e4103f2ac5a42556413e2e7;2d163dcf6f3e01abf4af5b2a7222acc4;d665fb9f75ef5d9cd0fd89479380ba78;-1,211,476,898;-7,697,399,902;-1,208,744,049;-7,692,370,605;-1,211,349,964;-7,697,416,306;8780;100
15ed4199b937f56b5257f698df652a24;1d6bbc303a2c6584d56322b8cef26f65;d04f1a596fe4a582f48e6eb2f9e8f617;-1,211,864,265;-7,703,364,439;-1,210,305,509;-7,703,843,985;-1,212,576,466;-7,703,298,566;2090;162
7abecd4f47c2c1d5390d86eb221babff;d0d21e2cc815fa276295ce3c51811d4e;406921adcca37705ef527b4246c0cfea;-120,834,957;-770,493,404;-12,068,517;-77,041,334;-1,208,911,977;-7,703,838,321;2310;100
23be2836bd1f20bf05c9ffa3aa6db37c;410389a59b3c36fa86e76bce43d9a336;406921adcca37705ef527b4246c0cfea;-121,099,832;-76,975,818;-121,254,832;-770,293,897;-12,098,508;-7,699,515,788;21972;380
b8ae7685c97ef64f90a646a3b97ed4c0;410389a59b3c36fa86e76bce43d9a336;d665fb9f75ef5d9cd0fd89479380ba78;-12,074,953;-77,030,404;-120,197,627;-769,666,032;-1,206,554,001;-7,702,722,641;11329;0
80bac185b5571746a5985f7f0f32ba8b;297c055e30be8d9a933868c949b9bbac;e1332f68e81526e498e4d845233a6d7d;-1,211,436,081;-7,704,165,649;-1,202,225,876;-7,710,757,446;-1,212,566,144;-7,702,175,188;15631;910
6b1a92b6b49faa86680739acb21fb5d8;93b4c8d3bdfd931a266ea99f7955834a;b66c43e298753a3d39220e53008a1eb8;-1,206,522,751;-7,695,300,293;-1,205,595,016;-7,707,910,156;-1,210,876,464;-7,697,256,311;13450;335
388cf395c282c2be29a124ced0dabde5;11b9c2d3923894404f5b4822af2257ad;e84fda9c5df33f03c89b6923c361fb35;-1,211,796,188;-7,701,165,771;-121,321,106;-7,703,012,085;-1,210,074,035;-7,703,092,177;3376;607
51d71b143d0f21b1ffb195c827f07c8f;bd64ba6c7055d76fd1b2c63a115c5a7b;ecdcce0c956e266ed26c80fd9e5cbb8f;-1,211,803,818;-7,703,530,884;-1,200,590,134;-7,707,998,657;-1,210,981,478;-7,703,654,741;2513;178
2b6180ec6aab8e8ad2d066c643ab4a71;58f1684680597d6b5c7b39524c7dcf1b;992347d5c59f47b13b14442c6dac8d15;-1,208,338,659;-7,696,900,416;-1,211,018,614;-7,703,943,394;-1,210,140,685;-7,701,409,928;10106;282
96acbfbef7034b4ff82c5989bbe17759;4933dfc3aa43418031d095968b6e373b;d665fb9f75ef5d9cd0fd89479380ba78;-1,204,393,005;-7,705,621,338;-120,922,699;-7,700,881,958;-1,205,561,757;-7,705,263,376;9787;241
95d99d0ddfe26fb80887f15fa99b0e8d;4933dfc3aa43418031d095968b6e373b;d04f1a596fe4a582f48e6eb2f9e8f617;-1,210,168,457;-7,702,383,423;-1,208,270,264;-7,693,051,147;-1,210,305,215;-7,702,817,175;13521;23
a37ccff55ca3cff97b19b45ab2d9d627;5e4cab5c9040947be5eb74a7b16da86f;ab581e277813d5d9ff98d03b1c96a13f;-1,212,224,979;-7,701,189,067;-1,210,756,197;-7,702,316,534;-1,212,566,376;-7,701,807,747;2940;245
eddbb47ea9e1646ee81e528c8ffe4d1e;81771803646e88efe073786dd2102f8c;ae06c34243f741e203e97c48ebcbd9da;-1,209,266,663;-7,704,122,925;-1,202,214,813;-771,065,979;-1,203,798,195;-770,774,917;15000;645
124dc2dbc4f79130bfa0b935778af97f;00cb8ad6a0f7214d002e3ded6b7de012;3d68e1172f35c1fbd06db5a1bc1824a3;-12,019,468;-77,107,768;-120,810,982;-770,885,558;-1,202,335,095;-7,710,780,713;8234;130
433e19fcd3c5eb9fb24a395a746fdb15;00cb8ad6a0f7214d002e3ded6b7de012;3d68e1172f35c1fbd06db5a1bc1824a3;-12,081,937;-77,089,126;-12,019,468;-77,107,768;-1,207,545,572;-7,709,703,008;8824;694
5ced91860ba5d7fe2859267c8952f747;00cb8ad6a0f7214d002e3ded6b7de012;3d68e1172f35c1fbd06db5a1bc1824a3;-12,026,758;-77,107,415;-12,082,208;-77,089,304;-1,202,344,727;-7,710,759,362;30;4459
70ba4ba5a1d09c1213940afbf8cc84be;70ba4ba5a1d09c1213940afbf86cdb9e;ee1db66c3d95a0d86b05c27d18689fdc;-1,213,063,049;-7,702,774,048;-1,209,698,486;-7,703,527,832;-121,243,603;-7,702,772,173;6135;227
a553c46e3a22fb9c326aeb3d72aff619;a553c46e3a22fb9c326aeb3d72b01bb9;d665fb9f75ef5d9cd0fd89479380ba78;-1,212,295,151;-7,704,003,906;-1,210,219,193;-7,703,912,354;-1,209,948,884;-7,704,429,918;3727;259
e1b5a14977e84b1900b5b69e040c3de1;1e44c0fd0a266c3719ff30410baa07cd;ae06c34243f741e203e97c48ebcbd9da;-1,211,184,692;-7,703,222,656;-1,202,226,257;-77,109,375;-1,202,907,305;-7,708,317,745;16650;760
2ca81f8112b8c60af222ee2ed7850ef7;11b9c2d3923894404f5b4822af2257ad;baacf396f773709519bbde35a5eab861;-1,208,044,434;-7,693,746,948;-1,211,796,188;-7,701,165,771;-1,209,863,203;-7,697,808,213;11910;1724
e013d5709301badd8c2f27b001110178;11b9c2d3923894404f5b4822af2257ad;ae06c34243f741e203e97c48ebcbd9da;-1,211,809,158;-7,701,187,134;-1,210,421,371;-7,703,884,888;-1,210,564,906;-7,701,887,181;4470;287
f728194ffdb461394d105863bc58e18a;11b9c2d3923894404f5b4822af2257ad;d04f1a596fe4a582f48e6eb2f9e8f617;-1,222,206,497;-769,770,813;-1,211,833,572;-770,112,915;-1,212,546,118;-7,703,279,229;16930;1054
2f1882c87731970df63e69d4bc27cea4;11b9c2d3923894404f5b4822af2257ad;d04f1a596fe4a582f48e6eb2f9e8f617;-1,211,782,074;-7,701,165,771;-1,211,058,426;-7,703,665,161;-121,169,914;-7,702,805,575;4270;310
55083e0137c0a9c7a82afecab6263984;649d38ea6680a3f6ee4a4b734f508d9d;e84fda9c5df33f03c89b6923c361fb35;-1,213,216,782;-770,302,124;-1,213,884,735;-7,699,530,029;-121,313,846;-7,703,113,263;1600;16
fdf02c2d7b2dd9c0c7eb0b0b729cc655;649d38ea6680a3f6ee4a4b734f508d9d;d665fb9f75ef5d9cd0fd89479380ba78;-1,214,313,126;-7,701,556,396;-1,213,913,727;-7,699,572,754;-1,211,695,433;-7,702,999,592;5616;174
8998bb370b5f0cec43a373adebbfb0a6;649d38ea6680a3f6ee4a4b734f508d9d;294e869d187357cad25b8af65aa6a196;-121,388,588;-7,699,533,081;-1,208,442,688;-7,705,499,268;-1,212,924,196;-7,703,293,501;14290;599
0756e1a1be3313a1a223bc6eb847aa83;649d38ea6680a3f6ee4a4b734f508d9d;d665fb9f75ef5d9cd0fd89479380ba78;-1,213,230,133;-7,702,999,878;-1,213,882,828;-7,699,530,029;-1,212,568,909;-7,701,802,794;5159;106
7d696ae0f1d27b6b752121cffbd3842e;68fe4d0ad82cc2d715d131953336cea4;3a9ca0965227dc470f30145e41e898d1;-121,202,607;-770,301,582;-121,074,027;-7,702,886;-1,212,330,806;-7,702,692,586;2540;208
eb06449983dd990ff162c0ad990909ba;933a5cf7834b12121755b8586b53a083;406921adcca37705ef527b4246c0cfea;-1,212,078,476;-7,697,079,468;-1,207,870,483;-7,706,329,346;-1,211,143,646;-7,699,240,794;16035;686
b6206048fbda6d454ead4fa2b48ff9f1;2eb2273b6a2d38daeb67ee14a8d4171c;d04f1a596fe4a582f48e6eb2f9e8f617;-1,209,637,888;-7,704,474,505;-1,210,045,281;-7,705,267,064;-1,209,802,956;-7,704,812,136;1348;0
cd5b1508243ee5653060d649cf2e2570;2eb2273b6a2d38daeb67ee14a8d4171c;62c2e39787aa19cd2513901cf3b4858d;-1,209,627,922;-7,704,475,075;-1,210,063,312;-770,524,963;-1,211,403,049;-7,703,846,318;1630;129
277551ace9ebc79f176d0f3574a127dc;2eb2273b6a2d38daeb67ee14a8d4171c;baacf396f773709519bbde35a5eab861;-121,194,461;-7,702,907,592;-1,210,014,531;-7,705,227,166;-1,212,623,626;-7,701,758,971;4510;0
cc82cce36f58bc6f3451ce6b93610457;2eb2273b6a2d38daeb67ee14a8d4171c;baacf396f773709519bbde35a5eab861;-1,211,336,921;-7,703,452,785;-1,208,929,073;-7,697,229,993;-1,212,124,342;-7,702,229,187;11140;0
1e041deffa3920bbde0b20cd810c0ec4;2eb2273b6a2d38daeb67ee14a8d4171c;e84fda9c5df33f03c89b6923c361fb35;-1,206,752,255;-7,703,935,347;-1,209,769,315;-7,704,501,394;-1,205,926,164;-7,704,565,267;4170;4
4b0e911c7e5b79f6d929b016837a99ef;a0802d118d245132c4f569f78bb0b4f5;d665fb9f75ef5d9cd0fd89479380ba78;-12,104,245;-76,997,885;-12,095,878;-77,012,335;-1,212,140,679;-7,703,372,955;2413;121
cd6a65a00f3ac91060d336a9f037f7f6;cb6ea169cefc7a0a5f1f8bd8ebbe3223;baacf396f773709519bbde35a5eab861;-1,210,181,985;-7,697,150,599;-1,208,880,914;-7,699,084,405;-1,206,300,311;-7,694,575,123;3460;863
b5821eaaa5d49fb2936ff5b0ffa246f8;a86217dc9fc6e34f29bbbcc62973cafa;d665fb9f75ef5d9cd0fd89479380ba78;-1,220,734,406;-7,700,762,939;-1,207,981,873;-7,703,527,832;-122,016,835;-7,700,532,606;17971;817
621c9b8da5001877cc902b7b4ce1d403;9cd60f54487fd9e53edc5bf11e28047a;992347d5c59f47b13b14442c6dac8d15;-121,214,447;-7,702,825,928;-121,337,738;-7,701,965,332;-1,215,638,208;-7,702,327,766;1854;0
7d3c2e2ccb10710c9877b709b818e9fe;3bf29409837105b97d9548014094805b;d665fb9f75ef5d9cd0fd89479380ba78;-1,209,410,477;-7,702,496,338;-1,212,754,059;-7,698,123,169;-1,210,814,175;-7,703,531,688;9568;261
eeb07ac5409c082354b923689340c1ab;f80662a4bd846bf59ea5684db634805d;406921adcca37705ef527b4246c0cfea;-120,194,682;-771,077,685;-121,079,978;-769,769,345;-1,202,777,997;-7,710,243,216;24523;188
eeb07ac5409c082354b923689342bbe6;f80662a4bd846bf59ea5684db634805d;406921adcca37705ef527b4246c0cfea;-121,079,978;-769,769,345;-12,019,468;-77,107,768;-121,507,137;-7,697,930,189;22834;429
124dc2dbc4f79130bfa0b9357799ae26;f80662a4bd846bf59ea5684db634805d;406921adcca37705ef527b4246c0cfea;-121,079,978;-769,769,345;-120,951,931;-770,255,448;-1,211,042,688;-769,767,086;8200;1421
5efc595e4e72e8c11de3532184726180;f80662a4bd846bf59ea5684db634805d;d04f1a596fe4a582f48e6eb2f9e8f617;-120,924,695;-770,268,631;-121,079,978;-769,769,345;-1,209,447,933;-7,702,908,025;10133;1828
09c9677134007a306b71d1df0ee08e2f;45402010b8b6d07be570c2f37cf814b9;62c2e39787aa19cd2513901cf3b4858d;-1,206,156,921;-7,710,031,128;-1,212,866,211;-770,296,936;-1,204,414,764;-7,709,510,156;14020;296
fdd0e7184d1ec5e7cba69b61ee4b94bc;fd4143bc419bb1b2a067467054474541;406921adcca37705ef527b4246c0cfea;-1,209,078,598;-7,700,527,954;-1,208,619,308;-7,705,307,007;-1,209,218,563;-7,702,942,289;8780;247
2a7979f6826bbbf4a061456c4789b754;49daf9242d8e4ab8a1063cb20b529922;d04f1a596fe4a582f48e6eb2f9e8f617;-1,206,792,124;-7,703,487,385;-1,210,435,556;-7,698,018,629;-1,211,421,604;-7,703,742,369;10395;599
6764fbc58090311bada507affeb9bb61;49daf9242d8e4ab8a1063cb20b529922;fb81277200c0aea311ad85f90d548d5a;-1,216,639,752;-7,703,147,717;-1,213,819,711;-7,703,088,138;-1,212,693,395;-7,702,936,144;16210;687
532278dfa8891ad6dd958337e4cc9a16;761a1b1e8e4103f2ac5a425564328a45;d04f1a596fe4a582f48e6eb2f9e8f617;-12,146,492;-7,701,852,417;-1,210,716,248;-7,699,749,756;-1,212,915,486;-7,703,593,338;7990;0
11c41f4761b7f551f68781d2624a0a95;3d037a464c7b0e9d1bcf968cf4221ffa;992347d5c59f47b13b14442c6dac8d15;-1,209,405,518;-7,699,316,406;-1,210,580,826;-7,703,103,638;-1,208,699,432;-7,699,055,152;5162;0
89fd8ac7daadd2abc77de73df5e63d9e;89fd8ac7daadd2abc77de73df5c47527;e84fda9c5df33f03c89b6923c361fb35;-1,209,922,409;-7,704,251,099;-1,222,138,596;-7,697,531,128;-1,209,691,095;-7,703,340,076;28300;525
949be0368739d589fed232ad8871d470;2f1882c87731970df63e69d4bc229c56;e84fda9c5df33f03c89b6923c361fb35;-1,212,783,051;-7,701,376,343;-1,210,840,988;-7,704,162,598;-1,212,747,781;-7,701,790,218;7650;0
edb98fb864c8f62392c4d85221242c22;f9960513c13c6a5a8ed5213fe386d103;406921adcca37705ef527b4246c0cfea;-1,275,175,476;-7,662,265,015;-1,275,759,888;-7,660,516,357;-127,620,922;-7,660,016,692;3763;1019
35e9968bb54e4382c317cdc06988c405;cf8869924d60fb7a73ea9607356267fd;d665fb9f75ef5d9cd0fd89479380ba78;-12,019,468;-77,107,768;-12,102,682;-769,211,948;-1,201,848,507;-7,710,717,916;31501;1047
fd4143bc419bb1b2a06746705405f078;f73503cd6eeab3df5db479e3a2a797b9;baacf396f773709519bbde35a5eab861;-1,211,156,845;-7,697,775,269;-120,724,411;-7,707,092,285;-1,211,712,265;-7,697,763,062;13470;115
dd23cf0ef33ae44e0c0b4c756e1d9293;22ac1c15b5c2a84a01a95191526034b2;d665fb9f75ef5d9cd0fd89479380ba78;-1,210,841,751;-770,463,562;-1,213,102,341;-7,702,880,859;-1,211,413,264;-770,373,559;3670;168
1881c928349fa432c4c0cb4434de4085;22ac1c15b5c2a84a01a95191526034b2;992347d5c59f47b13b14442c6dac8d15;-1,209,393,311;-7,702,185,059;-1,207,405,853;-7,703,881,836;-1,210,196,945;-7,702,019,247;2920;262
2f1882c87731970df63e69d4bc1ec157;2f1882c87731970df63e69d4bc1f0b52;d665fb9f75ef5d9cd0fd89479380ba78;-121,409,578;-770,047,939;-120,988,425;-769,706,896;-1,214,386,225;-7,700,074,911;7450;162
b5d94a94de2e593e3b4693ef73c27f8e;8cacd92bb3ea82079e446fd4b8fd7730;e84fda9c5df33f03c89b6923c361fb35;-1,202,175,522;-7,711,083,984;-1,209,751,129;-770,567,627;-1,204,991,429;-7,709,827,911;13112;1120
807f274d7a99210e52857364d84c1449;8cacd92bb3ea82079e446fd4b8fd7730;992347d5c59f47b13b14442c6dac8d15;-12,086,265;-76,976,017;-120,970,614;-770,576,814;-1,209,820,779;-7,697,513,143;10947;188
0ddb4441be46b643a21e9a52e8d4ac93;a8b8f0148c4bcf631273a8ce9b5d23f6;ae06c34243f741e203e97c48ebcbd9da;-1,211,793;-7,704,553,463;-1,202,250,983;-7,710,705,444;-1,210,782,272;-7,701,957,024;15984;766
ae12edba2cff83f08c89d8dbf99cfaa6;ae06c34243f741e203e97c48eb42017b;ae06c34243f741e203e97c48ebcbd9da;-12,098,176;-76,971,417;-12,185,865;-770,219,019;-1,209,855,275;-7,697,130,288;17840;254
6129c66bf4826a36ad98bbc415494f88;ae06c34243f741e203e97c48eb62e6db;ab581e277813d5d9ff98d03b1c96a13f;-12,098,176;-76,971,417;-12,15;-770,166,667;-1,209,910,505;-7,696,958,414;6470;2383
ae12edba2cff83f08c89d8dbf9bc82ff;ae06c34243f741e203e97c48eb42017b;ae06c34243f741e203e97c48ebcbd9da;-12,098,176;-76,971,417;-120,777,778;-769,111,111;-1,209,868,938;-7,697,834,529;8540;239
477bf0db7129a9377481bb1b5cb810bb;ae06c34243f741e203e97c48eb42017b;ab581e277813d5d9ff98d03b1c96a13f;-12,098,176;-76,971,417;-120,777,778;-769,111,111;-1,209,799,688;-7,697,125,355;3320;501
b3ba9cda1b124b4fdc5d639f24149c7d;be2d7041cb5bae52cf3edaaf036d8fc1;ab581e277813d5d9ff98d03b1c96a13f;-1,209,754,562;-7,703,405,762;-1,208,531,952;-7,701,419,067;-1,210,807,382;-7,703,466,682;3260;0
196d9de717b4c8d6ec0f19c0e89bf931;ff1cb10b9edf79369742a37ce5d6cdec;e84fda9c5df33f03c89b6923c361fb35;-1,211,366,653;-7,696,887,207;-1,202,405,167;-7,711,203,003;-1,209,698,002;-7,696,333,264;25497;822
c32c353f4a9bc8ae2e079e6bb75ceac9;e346d061461f894d15f57d3be0f38b26;992347d5c59f47b13b14442c6dac8d15;-1,210,723,114;-7,696,780,396;-1,201,458,359;-771,104,126;-1,208,698,407;-7,699,052,682;28100;166
f622a9397b85b5c9c0ef938c5d57be64;f420a3daee4777127e9eaa907eb5818e;ae06c34243f741e203e97c48ebcbd9da;-1,213,978,577;-7,702,429,199;-1,211,179,352;-770,357,666;-1,208,104,022;-7,706,651,466;4680;1
1b7b7b119a188b9ef7e6a43270056623;c018a9209a2d912f820dc82db608b770;ab581e277813d5d9ff98d03b1c96a13f;-1,211,156,082;-7,703,610,229;-1,214,146,423;-7,702,325,439;-1,210,711,093;-7,702,636,756;4620;318
82a0c2c11dd794701e99e0e647e2db1b;c018a9209a2d912f820dc82db608b770;d665fb9f75ef5d9cd0fd89479380ba78;-1,211,734,009;-7,699,237,061;-1,212,694,931;-7,701,290,894;-1,211,171,865;-7,700,293,779;4370;177
fa88b809b28e4387f72703c52ae317ae;c018a9209a2d912f820dc82db608b770;d04f1a596fe4a582f48e6eb2f9e8f617;-1,213,057,327;-7,701,309,204;-121,179,657;-7,699,249,268;-1,212,530,381;-7,703,310,117;3800;268
bd64ba6c7055d76fd1b2c63a111c2a99;bd64ba6c7055d76fd1b2c63a11d35fe3;992347d5c59f47b13b14442c6dac8d15;-1,212,020,874;-7,704,360,962;-1,202,311,707;-7,710,559,082;-121,191,321;-7,703,803,384;17296;797
e1332f68e81526e498e4d845233a17ee;be2d7041cb5bae52cf3edaaf03798426;65b6f3b7075270499ddd0f1dc1130459;-120,966,369;-770,295,319;-121,249,782;-770,048,048;-1,208,623,295;-7,703,547,408;6939;1750
16ba39d30594f6050cb8ab702f841fce;17144ff2ae1210398f5c8327af5b334f;6e168888d1ec73590b7ea371548757b5;-1,214,028,931;-7,700,164,795;-1,209,304,428;-770,562,439;-1,214,031,219;-7,700,161,743;11137;346
cf3a94138caddceb3209e472360b36ab;17144ff2ae1210398f5c8327af5b334f;e84fda9c5df33f03c89b6923c361fb35;-1,209,941,483;-7,704,284,668;-1,214,913,559;-7,702,264,404;-1,210,182,993;-7,699,448,529;7610;607
6f227c1c392ee8c8a8ffe23b71ea39d4;17144ff2ae1210398f5c8327af5b334f;e84fda9c5df33f03c89b6923c361fb35;-1,209,311,295;-7,705,612,183;-1,209,474,182;-769,269,104;-1,209,965,224;-7,704,252,259;17820;84
141fe4a8514e64b4a76d7ed795c997b5;f39e7db9ee7e26c0744216d48805cddf;d665fb9f75ef5d9cd0fd89479380ba78;-1,213,422,012;-7,702,407,837;-1,207,818,604;-7,696,725,464;-121,334,096;-7,702,502,381;13465;1608
f84c35d4d31654b733af0657b05fafe0;f39e7db9ee7e26c0744216d48805cddf;3d68e1172f35c1fbd06db5a1bc1824a3;-1,208,698,273;-7,701,370,239;-1,213,323,212;-7,702,453,613;-1,208,620,573;-7,701,497,173;5980;116
53699c4aac0da3f8ba9c1fe1e09e3d4d;cce6f691efec45ed0597d07c7ee48eb0;ae06c34243f741e203e97c48ebcbd9da;-1,210,301,971;-7,697,396,851;-1,211,853,409;-7,703,753,662;-1,209,130,559;-7,692,628,942;9174;574
55083e0137c0a9c7a82afecab62770e0;d981b3affa98395801440942ee881a8a;e84fda9c5df33f03c89b6923c361fb35;-1,210,644,531;-7,703,884,888;-1,214,732,361;-770,234,375;-1,209,704,024;-7,703,373,609;7720;463
625359233a6201f86808594d126f4e21;dc754d210f90403672339e986b8805dd;ab581e277813d5d9ff98d03b1c96a13f;-1,211,930,847;-7,702,890,015;-1,211,813,354;-7,701,528,931;-1,212,441,817;-7,703,010,377;2620;0
4653cdb01e65332283538b681a1d93cf;c21605b791b47423867a99d06f87358e;ae06c34243f741e203e97c48ebcbd9da;-1,202,310,562;-7,710,742,188;-1,184,236,526;-7,708,880,615;-1,204,936,383;-7,707,130,199;21790;778
084759c8abffc92090875b8d604d9ca3;c21605b791b47423867a99d06f87358e;ab581e277813d5d9ff98d03b1c96a13f;-121,169,027;-770,368,798;-120,397,894;-769,935,599;-1,211,685,668;-7,703,371,678;31470;3026
2c4adb1d50a6ef001379845b6ac71068;c21605b791b47423867a99d06f87358e;3a9ca0965227dc470f30145e41e898d1;-121,171,111;-770,389,639;-120,936,426;-76,998,339;-1,211,699,047;-7,703,149,472;16110;2456
43e2211ab3cb25b71f06d33f8684c4cc;c21605b791b47423867a99d06f87358e;d665fb9f75ef5d9cd0fd89479380ba78;-121,171,111;-770,389,639;-120,950,764;-770,289,539;-1,211,700,797;-7,703,186,274;6410;4171
760cafde3f1d33ceca82940e523468ba;c21605b791b47423867a99d06f87358e;406921adcca37705ef527b4246c0cfea;-121,171,111;-770,389,639;-121,204,744;-769,774,154;-1,211,018,096;-7,701,207,995;15733;5128
8c698ef7e29e08fb068553178dd8b4a0;c21605b791b47423867a99d06f87358e;d04f1a596fe4a582f48e6eb2f9e8f617;-121,171,111;-770,389,639;-120,397,894;-769,935,599;-1,212,542,153;-7,703,275,743;29056;4747
27c157e605c56c7df70c605963e0cf3c;27c157e605c56c7df70c605963e198bd;b5ad67a3c92f78510e3bd10d9f4c021e;-1,211,459,351;-7,704,434,204;-1,202,243,423;-7,710,751,343;-121,148,546;-7,704,420,758;15148;417
e84fda9c5df33f03c89b6923c35da03f;fb0d4b4909399b00f448f4c25c73f2cc;d665fb9f75ef5d9cd0fd89479380ba78;-1,208,506,393;-7,696,170,044;-1,202,257,156;-7,710,723,877;-1,208,550,811;-7,696,169,615;24990;684
275052e660ff5672db6624c42b6b4f59;29a360323f1754d8cf08023eb1f3dbb7;406921adcca37705ef527b4246c0cfea;-1,208,666,992;-769,319,458;-1,210,585,403;-7,703,704,834;-1,212,186,052;-7,702,913,578;17891;900
fcd227e0f32f6f3a6d0d4d8de1a91aeb;d4fdce6822a5f108a1aeb32c3e6c0a43;294e869d187357cad25b8af65aa6a196;-1,212,064,743;-7,703,274,536;-1,212,003,708;-7,701,025,391;-1,212,563,057;-7,701,814,304;3020;214
f91f2052a08ca7008aa806bf23e2db47;649d38ea6680a3f6ee4a4b734f461070;1238e44402a93366489cbff9884bc267;-1,206,803,513;-771,612,854;-1,213,900,757;-7,704,232,788;-1,212,601,543;-7,702,903,903;20560;7
949be0368739d589fed232ad88730cc0;b7dea45c3cc92b9efd5a4905e67f4511;d665fb9f75ef5d9cd0fd89479380ba78;-120,913,305;-769,728,689;-120,437,491;-771,074,827;-120,886,302;-769,720,602;21940;630
fa5c3d1ad73379ba86b960210eb8ee6c;a69cc3b72d1e83faa28f4bd927f7348d;baacf396f773709519bbde35a5eab861;-121,095,017;-770,441,947;-120,429,492;-771,076,038;-1,211,423,607;-7,703,936,402;3700;529
339924c2cf0026254a50ec5b3e5ae221;7073883383b89ad289e86402214f767e;fb81277200c0aea311ad85f90d548d5a;-1,209,231,186;-7,695,272,827;-1,208,135,223;-7,689,450,073;-1,210,984,652;-7,703,725,636;7340;22
75f83a9faa738dfb5e1c895592d07b10;d7a314341b76460d7b4aa4c0cda4033b;633dbc6b4e8edc3bf01b07b01ab543fe;-1,209,158,325;-7,702,401,733;-1,209,158,325;-7,702,401,733;-121,100,339;-7,697,806,573;7422;151
ebd4b0ae48400c6bec1f5909d4169c1a;fb6bb678ac4ad4825d22a508793dedc8;633dbc6b4e8edc3bf01b07b01ab543fe;-1,210,493,851;-7,704,260,254;-1,209,667,206;-7,703,778,076;-1,209,357,845;-7,704,290,161;2991;80
406921adcca37705ef527b4246bba46f;406921adcca37705ef527b4246c1370e;d04f1a596fe4a582f48e6eb2f9e8f617;-120,829,688;-770,362,967;-120,976,138;-770,183,927;-1,209,459,833;-7,699,556,993;3201;750
16ba39d30594f6050cb8ab702fc3bc96;6af02af4f98447fbbf7bd1e58f1ee42d;62c2e39787aa19cd2513901cf3b4858d;-1,208,860,063;-7,697,335,705;-1,212,699,334;-7,703,155,395;-1,209,840,413;-7,697,140,781;12027;160
